date,title,content,source,url,keyword,text,sentiment,confidence,topic
2025-05-27,Why Tesla sales are plummeting in Europe,"Tesla sales are plummeting in Europe. Meanwhile, European EVs are thriving. What's behind the drop?",Business Insider,https://www.businessinsider.com/why-tesla-sales-are-plummeting-in-europe-2025-5,Tesla,"Why Tesla sales are plummeting in Europe. Tesla sales are plummeting in Europe. Meanwhile, European EVs are thriving. What's behind the drop?",Negative,0.8562704920768738,Tesla
2025-05-21,Lidar maker Luminar lays off more workers following CEO exit,"Luminar, a company that develops lidar systems for autonomous vehicles, started laying off workers just one day after its founder and CEO, Austin Russell, abruptly resigned. In a regulatory filing spotted by TechCrunch, the company said it began carrying out …",The Verge,https://www.theverge.com/news/671804/luminar-lidar-layoffs-ceo-exit,Tesla,"Lidar maker Luminar lays off more workers following CEO exit. Luminar, a company that develops lidar systems for autonomous vehicles, started laying off workers just one day after its founder and CEO, Austin Russell, abruptly resigned. In a regulatory filing spotted by TechCrunch, the company said it began carrying out …",Neutral,0.9994971752166748,Unknown
2025-05-29,"A chainsaw, two hats and Lil X: Musk's eventful time at Doge",The world's richest man spent nearly 130 days working with the Trump administration to slash the federal government.,BBC News,https://www.bbc.com/news/videos/c9dq990nvdno,Tesla,"A chainsaw, two hats and Lil X: Musk's eventful time at Doge. The world's richest man spent nearly 130 days working with the Trump administration to slash the federal government.",Neutral,0.862656831741333,Unknown
2025-06-09,Cathie Wood says Tesla is the stock she'd pick if she could only invest in one company,"""It is a convergence among three of our major platforms. So robots, energy storage, AI,"" Wood said of Tesla.",Business Insider,https://www.businessinsider.com/cathie-wood-pick-tesla-if-only-invest-one-stock-2025-6,Tesla,"Cathie Wood says Tesla is the stock she'd pick if she could only invest in one company. ""It is a convergence among three of our major platforms. So robots, energy storage, AI,"" Wood said of Tesla.",Neutral,0.9982812404632568,Tesla
2025-06-02,3 members of the 'Tesla mafia' share what they learned from Elon Musk's company,Ex-Tesla employees have founded startups in everything from EVs and batteries to robotics and electric boats.,Business Insider,https://www.businessinsider.com/ex-tesla-founders-what-they-learned-working-elon-musk-2025-5,Tesla,3 members of the 'Tesla mafia' share what they learned from Elon Musk's company. Ex-Tesla employees have founded startups in everything from EVs and batteries to robotics and electric boats.,Neutral,0.999947190284729,Tesla
2025-05-28,Tesla Now Shows Live Supercharging Status on iPhone's Lock Screen and Dynamic Island,"Tesla updated its iPhone app on Tuesday with Live Activities support on iOS 17.2 and later, allowing you to view your vehicle's live Supercharging status on the Lock Screen, and in the Dynamic Island on iPhone 14 Pro models and newer.





Supercharging statu…",MacRumors,https://www.macrumors.com/2025/05/28/tesla-supercharging-live-activities/,Tesla,"Tesla Now Shows Live Supercharging Status on iPhone's Lock Screen and Dynamic Island. Tesla updated its iPhone app on Tuesday with Live Activities support on iOS 17.2 and later, allowing you to view your vehicle's live Supercharging status on the Lock Screen, and in the Dynamic Island on iPhone 14 Pro models and newer.





Supercharging statu…",Neutral,0.9996346235275269,Tesla
2025-05-21,Elon Musk went on a media blitz. Here are 5 takeaways from his interviews.,"In media interviews on Tuesday, Musk reaffirmed his commitment to Tesla and said he'd be spending less on politics in the future.",Business Insider,https://www.businessinsider.com/5-takeaways-from-elon-musk-media-blitz-2025-5,Tesla,"Elon Musk went on a media blitz. Here are 5 takeaways from his interviews.. In media interviews on Tuesday, Musk reaffirmed his commitment to Tesla and said he'd be spending less on politics in the future.",Neutral,0.9998413324356079,Tesla
2025-05-20,Elon Musk says there's 'no need' for Tesla to buy Uber since Tesla owners could one day join its autonomous fleet,"Elon Musk said he has no plans to purchase the ride share app, Uber, saying Tesla owners will be able to lend their car to Tesla's autonomous fleet.",Business Insider,https://www.businessinsider.com/no-need-tesla-buy-uber-elon-musk-2025-5,Tesla,"Elon Musk says there's 'no need' for Tesla to buy Uber since Tesla owners could one day join its autonomous fleet. Elon Musk said he has no plans to purchase the ride share app, Uber, saying Tesla owners will be able to lend their car to Tesla's autonomous fleet.",Neutral,0.9995676875114441,Tesla
2025-05-24,Elon Musk says he's getting back to business at X and Tesla: 'I must be super focused',"Elon Musk is turning his attention back to his companies, including X, xAI, and Tesla, the tech giant said in a Saturday post on X.",Business Insider,https://www.businessinsider.com/elon-musk-tesla-x-starship-business-doge-2025-5,Tesla,"Elon Musk says he's getting back to business at X and Tesla: 'I must be super focused'. Elon Musk is turning his attention back to his companies, including X, xAI, and Tesla, the tech giant said in a Saturday post on X.",Neutral,0.9999760389328003,Tesla
2025-05-23,People are buying up used Teslas as the average sale price dips,"Cox Automotive's director of industry insights told BI that while Tesla has led the EV market for several years, the brand is facing an aging lineup.",Business Insider,https://www.businessinsider.com/tesla-used-car-sales-increase-average-sale-price-2025-5,Tesla,"People are buying up used Teslas as the average sale price dips. Cox Automotive's director of industry insights told BI that while Tesla has led the EV market for several years, the brand is facing an aging lineup.",Negative,0.9991366267204285,Tesla
2025-05-22,BYD overtakes Tesla in Europe for the first time. That's more bad news for Elon Musk.,"Chinese EV giant BYD sold more electric models than Tesla in Europe for the first time in April, as consumer interest in Elon Musk's automaker collapsed.",Business Insider,https://www.businessinsider.com/byd-tesla-sales-europe-elon-musk-ev-china-2025-5,Tesla,"BYD overtakes Tesla in Europe for the first time. That's more bad news for Elon Musk.. Chinese EV giant BYD sold more electric models than Tesla in Europe for the first time in April, as consumer interest in Elon Musk's automaker collapsed.",Negative,0.999971866607666,Tesla
2025-06-06,Trump is considering selling his Tesla after feuding with Elon Musk,President Donald Trump bought a Tesla Model S in March. He might be about to ditch the EV following his spectacular bust-up with Elon Musk.,Business Insider,https://www.businessinsider.com/trump-considering-selling-tesla-feud-elon-musk-model-s-2025-6,Tesla,Trump is considering selling his Tesla after feuding with Elon Musk. President Donald Trump bought a Tesla Model S in March. He might be about to ditch the EV following his spectacular bust-up with Elon Musk.,Neutral,0.9999406337738037,Tesla
2025-05-22,Former Elon Musk employees tell BI what he brings to the table as a leader — and whether that's what Tesla needs right now,DOGE's federal government cost-cutting made Tesla a target for protests and vandalism — but now Musk is focusing his attention back on the EV maker.,Business Insider,https://www.businessinsider.com/elon-musk-stepping-back-doge-tesla-ceo-ev-2025-5,Tesla,Former Elon Musk employees tell BI what he brings to the table as a leader — and whether that's what Tesla needs right now. DOGE's federal government cost-cutting made Tesla a target for protests and vandalism — but now Musk is focusing his attention back on the EV maker.,Neutral,0.9993459582328796,Tesla
2025-05-25,Scott Galloway says Musk's work at DOGE fueled 'one of the greatest brand destructions' of all time,"During a recent Tesla earnings call, Musk said he planned to step back from his government work and refocus on his businesses.",Business Insider,https://www.businessinsider.com/elon-musk-tesla-doge-brand-scott-galloway-2025-5,Tesla,"Scott Galloway says Musk's work at DOGE fueled 'one of the greatest brand destructions' of all time. During a recent Tesla earnings call, Musk said he planned to step back from his government work and refocus on his businesses.",Neutral,0.9831109046936035,Tesla
2025-05-30,"Tesla faces collapsing sales in Canada's Québec province, with new registrations tumbling 85%","Tesla sales have plummeted in the province of Quebec, with just 96 new Model 3 cars registered in the first three months of 2025.",Business Insider,https://www.businessinsider.com/tesla-sales-collapse-in-canada-quebec-drop-85-percent-q1-2025-5,Tesla,"Tesla faces collapsing sales in Canada's Québec province, with new registrations tumbling 85%. Tesla sales have plummeted in the province of Quebec, with just 96 new Model 3 cars registered in the first three months of 2025.",Negative,0.9999912977218628,Tesla
2025-06-04,Elon Musk slammed Trump's 'big beautiful bill.' The stakes are high for Tesla if it becomes law.,"President Donald Trump's ""Big Beautiful Bill,"" could significantly impact Tesla's future profits while potentially benefiting xAI.",Business Insider,https://www.businessinsider.com/trump-big-beautiful-bill-impact-tesla-xai-elon-musk-2025-6,Tesla,"Elon Musk slammed Trump's 'big beautiful bill.' The stakes are high for Tesla if it becomes law.. President Donald Trump's ""Big Beautiful Bill,"" could significantly impact Tesla's future profits while potentially benefiting xAI.",Negative,0.9913477301597595,Tesla
2025-06-05,Elon Says Trump Is ‘in the Epstein Files’ as Their Relationship Publicly Implodes,"Trump called Musk ""crazy"" and has threatened to take away the billionaire's subsidies.",Gizmodo.com,https://gizmodo.com/elon-says-trump-is-in-the-epstein-files-as-their-relationship-publicly-implodes-2000611855,Tesla,"Elon Says Trump Is ‘in the Epstein Files’ as Their Relationship Publicly Implodes. Trump called Musk ""crazy"" and has threatened to take away the billionaire's subsidies.",Negative,0.9988110065460205,Tesla
2025-05-18,"Polestar 4 2025 Review: Prices, Specs, Availability","An unusual solution to increase cabin headroom has resulted in a singular EV design, but is it solving a problem no one needed fixing?",Wired,https://www.wired.com/review/review-polestar-4/,Tesla,"Polestar 4 2025 Review: Prices, Specs, Availability. An unusual solution to increase cabin headroom has resulted in a singular EV design, but is it solving a problem no one needed fixing?",Neutral,0.9977216124534607,Unknown
2025-05-28,Hyundai’s new EV factory is teeming with robots — and wariness about the future,"Driving a 2026 Ioniq 9 SUV around the Hyundai Motor Group Metaplant in Georgia can feel like a victory lap for the South Korean automaker. Hyundai's electric flagship carves out room for three America-centric rows of seats, from a booming brand whose EVs and …",The Verge,https://www.theverge.com/electric-cars/675597/hyundais-new-ev-factory-is-teeming-with-robots-and-wariness-about-the-future,Tesla,"Hyundai’s new EV factory is teeming with robots — and wariness about the future. Driving a 2026 Ioniq 9 SUV around the Hyundai Motor Group Metaplant in Georgia can feel like a victory lap for the South Korean automaker. Hyundai's electric flagship carves out room for three America-centric rows of seats, from a booming brand whose EVs and …",Positive,0.9988962411880493,Unknown
2025-05-25,Elon Musk dreams of thousands of robots working in factories. Tesla's first Optimus lead has doubts.,"Chris Walti, the former team lead for Tesla's robot, said humanoid robots like Optimus were the wrong option for factory work.",Business Insider,https://www.businessinsider.com/teslas-first-optimus-lead-doubts-about-elon-musks-robot-dream-2025-5,Tesla,"Elon Musk dreams of thousands of robots working in factories. Tesla's first Optimus lead has doubts.. Chris Walti, the former team lead for Tesla's robot, said humanoid robots like Optimus were the wrong option for factory work.",Negative,0.9329931139945984,Tesla
2025-05-20,Tesla battery supplier CATL pops in its first day of Hong Kong trading,"CATL, the world's largest battery maker, rose 13% in its Hong Kong trading debut on Tuesday.",Business Insider,https://www.businessinsider.com/tesla-supplier-catl-pops-hong-kong-offering-trading-stock-price-2025-5,Tesla,"Tesla battery supplier CATL pops in its first day of Hong Kong trading. CATL, the world's largest battery maker, rose 13% in its Hong Kong trading debut on Tuesday.",Positive,0.8467394709587097,Tesla
2025-06-03,Recording reveals what Tesla training instructor told staff about company culture,"""A lot of people leave this company, and they have kind of a negative taste in their mouth,"" the trainer said, urging workers to help improve things.",Business Insider,https://www.businessinsider.com/tesla-burnout-factory-shutdown-worker-culture-training-2025-5,Tesla,"Recording reveals what Tesla training instructor told staff about company culture. ""A lot of people leave this company, and they have kind of a negative taste in their mouth,"" the trainer said, urging workers to help improve things.",Negative,0.999858021736145,Tesla
2025-06-06,Elon Musk just had one of his biggest single-day net worth losses,Elon Musk's explosive feud with President Donald Trump on Thursday began with some X posts. Then came Musk's $34B net-worth loss.,Business Insider,https://www.businessinsider.com/elon-musk-net-worth-plunges-trump-feud-social-media-x-2025-6,Tesla,Elon Musk just had one of his biggest single-day net worth losses. Elon Musk's explosive feud with President Donald Trump on Thursday began with some X posts. Then came Musk's $34B net-worth loss.,Negative,0.9998712539672852,Tesla
2025-05-20,Elon Musk says Tesla robotaxis will be geo-fenced and avoid some intersections after being asked about FSD running a red light,Elon Musk said Tesla's robotaxis will avoid certain intersections in Austin after being asked about a BI report that showed FSD running a red light.,Business Insider,https://www.businessinsider.com/elon-musk-tesla-robotaxi-austin-geofenced-intersections-fsd-red-light-2025-5,Tesla,Elon Musk says Tesla robotaxis will be geo-fenced and avoid some intersections after being asked about FSD running a red light. Elon Musk said Tesla's robotaxis will avoid certain intersections in Austin after being asked about a BI report that showed FSD running a red light.,Neutral,0.9996645450592041,Tesla
2025-05-21,Here's what Elon Musk said about Tesla robotaxi and Optimus during his media blitz,Elon Musk went on a media blitz to share plans on new robotics benchmarks and reiterate his commitment to his companies.,Business Insider,https://www.businessinsider.com/what-elon-musk-said-about-robotics-robotaxi-optimus-media-blitz-2025-5,Tesla,Here's what Elon Musk said about Tesla robotaxi and Optimus during his media blitz. Elon Musk went on a media blitz to share plans on new robotics benchmarks and reiterate his commitment to his companies.,Neutral,0.9999958276748657,Tesla
2025-06-06,What the Trump-Musk breakup may mean for SpaceX and Tesla,"From space travel to military operations to the future of green energy, the U.S. has become reliant on Elon Musk's business empire. But it won't be easy for the government to end its reliance on Musk.",NPR,https://www.npr.org/2025/06/06/nx-s1-5424689/elon-musk-trump-fight-subsidies-spacex-tesla,Tesla,"What the Trump-Musk breakup may mean for SpaceX and Tesla. From space travel to military operations to the future of green energy, the U.S. has become reliant on Elon Musk's business empire. But it won't be easy for the government to end its reliance on Musk.",Neutral,0.9720286130905151,Tesla
2025-05-29,"My Tesla FSD diary: 5 months of curiosity, amazement, shock, and embarrassment","The highs and lows of 5 months using Tesla's FSD software, highlighting key experiences, surprises, and the evolving promise of autonomous vehicles.",Business Insider,https://www.businessinsider.com/tesla-fsd-diary-curiosity-amazement-shock-2025-5,Tesla,"My Tesla FSD diary: 5 months of curiosity, amazement, shock, and embarrassment. The highs and lows of 5 months using Tesla's FSD software, highlighting key experiences, surprises, and the evolving promise of autonomous vehicles.",Neutral,0.9221546053886414,Tesla
2025-05-22,Xiaomi's 'stunning' new YU7 is the latest threat to Tesla in China,"Xiaomi unveiled its second car, the YU7, in Beijing on Thursday. The electric SUV is set to compete directly with Tesla's best-selling Model Y in China.",Business Insider,https://www.businessinsider.com/xiaomi-yu7-new-ev-tesla-threat-china-elon-musk-2025-5,Tesla,"Xiaomi's 'stunning' new YU7 is the latest threat to Tesla in China. Xiaomi unveiled its second car, the YU7, in Beijing on Thursday. The electric SUV is set to compete directly with Tesla's best-selling Model Y in China.",Neutral,0.6814022064208984,Tesla
2025-05-26,This founder wants to create the Tesla of bulldozers. Here's the 32-ton prototype.,"Lumina founder Ahmed Shubber built the first prototype of his startup's EV bulldozer called Moonlander. The bulldozer will be autonomous, he said.",Business Insider,https://www.businessinsider.com/lumina-tesla-of-ev-autonomous-bulldozer-ahmed-shubber-2025-5,Tesla,"This founder wants to create the Tesla of bulldozers. Here's the 32-ton prototype.. Lumina founder Ahmed Shubber built the first prototype of his startup's EV bulldozer called Moonlander. The bulldozer will be autonomous, he said.",Neutral,0.9999638795852661,Tesla
2025-05-30,What happened to Elon Musk's eye? The Tesla CEO said the bruise came from 'horsing around',"Elon Musk said he asked ""Little X,"" his oldest child with the singer Grimes, to punch him in the face. ""And he did,"" Musk said.",Business Insider,https://www.businessinsider.com/elon-musk-black-eye-bruise-2025-5,Tesla,"What happened to Elon Musk's eye? The Tesla CEO said the bruise came from 'horsing around'. Elon Musk said he asked ""Little X,"" his oldest child with the singer Grimes, to punch him in the face. ""And he did,"" Musk said.",Negative,0.5570750832557678,Tesla
2025-05-15,"Tesla Robot Demo Stuns Audience, Mass Production Set for 2025",Musk Teases Robot Plans as Tesla's Optimus Shows Humanlike Moves,Yahoo Entertainment,https://finance.yahoo.com/news/tesla-robot-demo-stuns-audience-190228632.html,Tesla,"Tesla Robot Demo Stuns Audience, Mass Production Set for 2025. Musk Teases Robot Plans as Tesla's Optimus Shows Humanlike Moves",Neutral,0.9999889135360718,Tesla
2025-05-26,BYD launches attempt to crush Tesla in China,,Yahoo Entertainment,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_2e15770a-bc40-438e-9f7f-cf3902151969,Tesla,BYD launches attempt to crush Tesla in China. ,Neutral,0.9875410199165344,Tesla
2025-06-04,Tesla's Full Self-Driving Factored in Fatal Crash,"Video of a fatal Tesla crash from 2023 shows the role of what the carmaker calls Full Self-Driving, or FSD, played. Bloomberg's Craig Trudell breaks down...",Yahoo Entertainment,https://finance.yahoo.com/video/teslas-full-self-driving-factored-193750230.html,Tesla,"Tesla's Full Self-Driving Factored in Fatal Crash. Video of a fatal Tesla crash from 2023 shows the role of what the carmaker calls Full Self-Driving, or FSD, played. Bloomberg's Craig Trudell breaks down...",Neutral,0.9998570680618286,Tesla
2025-05-21,Elon Musk says he will still be dropping in on the White House 'for a couple days every few weeks',"Musk said he will be ""helpful where I can be helpful.""",Business Insider,https://www.businessinsider.com/elon-musk-still-drop-in-white-house-now-and-then-2025-5,Tesla,"Elon Musk says he will still be dropping in on the White House 'for a couple days every few weeks'. Musk said he will be ""helpful where I can be helpful.""",Neutral,0.9981654286384583,Tesla
2025-05-31,Hyundai just built a $7.6 billion EV factory in Georgia to compete with Tesla and GM — see inside,"I took a tour of Hyundai's new $7.6 billion Metaplant America EV factory in Georgia that will make 500,000 cars a year.",Business Insider,https://www.businessinsider.com/hyundai-metaplant-georgia-us-ev-factory-tour-photos-see-inside-2025-5,Tesla,"Hyundai just built a $7.6 billion EV factory in Georgia to compete with Tesla and GM — see inside. I took a tour of Hyundai's new $7.6 billion Metaplant America EV factory in Georgia that will make 500,000 cars a year.",Neutral,0.9999974966049194,Tesla
2025-05-30,Elon Musk says he didn't always agree with everything the Trump administration did,"""I agree with much of what the administration does, but we have differences of opinion,"" Musk said of his time with the Trump administration.",Business Insider,https://www.businessinsider.com/elon-musk-did-not-agree-with-everything-trump-did-2025-5,Tesla,"Elon Musk says he didn't always agree with everything the Trump administration did. ""I agree with much of what the administration does, but we have differences of opinion,"" Musk said of his time with the Trump administration.",Neutral,0.999688982963562,Tesla
2025-05-18,Tesla Ditched Lease Buyouts for Robotaxi Ambitions - Then ‘Cashed in on Used Cars’,"Four people familiar with Tesla’s retail operations have reported that from 2019 to 2024, the company told leasing customers they would be unable to buy...",Autoblog,https://www.autoblog.com/news/tesla-ditched-lease-buyouts-for-robotaxi-ambitions-then-cashed-in-on-used-cars,Tesla,"Tesla Ditched Lease Buyouts for Robotaxi Ambitions - Then ‘Cashed in on Used Cars’. Four people familiar with Tesla’s retail operations have reported that from 2019 to 2024, the company told leasing customers they would be unable to buy...",Negative,0.8869379162788391,Tesla
2025-05-22,DOGE Used Meta AI Model to Review Emails From Federal Workers,DOGE tested and used Meta’s Llama 2 model to review and classify responses from federal workers to the infamous “Fork in the Road” email.,Wired,https://www.wired.com/story/doge-used-meta-ai-model-review-fork-emails-from-federal-workers/,Tesla,DOGE Used Meta AI Model to Review Emails From Federal Workers. DOGE tested and used Meta’s Llama 2 model to review and classify responses from federal workers to the infamous “Fork in the Road” email.,Neutral,0.999991774559021,Nifty
2025-06-05,Elon Musk Is Posting Through It,Donald Trump and Elon Musk are going to war—and giving everyone a front row seat.,Wired,https://www.wired.com/story/elon-musk-donald-trump-x-truth-social-fight-posting/,Tesla,Elon Musk Is Posting Through It. Donald Trump and Elon Musk are going to war—and giving everyone a front row seat.,Neutral,0.9998070597648621,Tesla
2025-05-30,It's Elon Musk's last official day in DC. Here are some of the most notable reactions to his DOGE exit.,Elon Musk is leaving DC. People across the world of business and politics reflected on his time at DOGE and reacted to his exit.,Business Insider,https://www.businessinsider.com/elon-musk-leaving-doge-reaction-white-house-trump-2025-5,Tesla,It's Elon Musk's last official day in DC. Here are some of the most notable reactions to his DOGE exit.. Elon Musk is leaving DC. People across the world of business and politics reflected on his time at DOGE and reacted to his exit.,Neutral,0.9991908669471741,Tesla
